Provider ID,Cleanliness,Nurse_com,Doc_com,Staff_responsiveness,Pain_management,Comm_medicine,Discharge_info,Care_transition,Overall_Hos_Rating,Quietness,Recomm_hos,Summary_star,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,County,Unnamed: 0,# Premature Deaths,# Child Deaths,# Infant Deaths,# Limited Access,% Limited Access,# Uninsured Adults,# Uninsured Children,% Uninsured Adults,% Uninsured Children,Household Income,# Not Proficient in English,% Not Proficient in English,Population
50336,2,3,2,2,3,3,3,2,3,3,3,3,LODI MEMORIAL HOSPITAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,2093343411,Acute Care Hospitals,Voluntary non-profit - Other,SAN JOAQUIN,40,7152.0,365.0,446.0,24555.0,4.0,104589.0,15514.0,25.0,7.0,51527.0,65834.0,10.2,715597.0
50342,3,2,1,2,3,2,3,3,2,1,3,2,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,7603513333,Acute Care Hospitals,Government - Hospital District or Authority,IMPERIAL,14,1381.0,81.0,89.0,14044.0,8.0,27367.0,4808.0,28.0,9.0,38737.0,33652.0,20.7,179091.0
50348,3,3,3,3,3,3,3,4,4,3,4,3,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,7144566112,Acute Care Hospitals,Government - Local,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50350,3,2,2,2,2,2,2,3,2,1,2,2,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,3237261222,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50351,3,4,3,3,4,3,3,4,5,3,5,4,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,3103259110,Acute Care Hospitals,Voluntary non-profit - Other,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50352,4,4,4,4,3,4,4,4,4,3,4,4,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,5305413420,Acute Care Hospitals,Voluntary non-profit - Private,EL DORADO,10,1798.0,43.0,48.0,8605.0,5.0,17522.0,2672.0,16.0,7.0,70235.0,3291.0,1.9,183087.0
50353,3,3,3,2,3,3,2,3,4,2,4,3,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503,LOS ANGELES,3105407676,Acute Care Hospitals,Voluntary non-profit - Church,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50357,4,4,4,4,4,4,5,5,5,4,5,4,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,SANTA BARBARA,8056816446,Acute Care Hospitals,Voluntary non-profit - Other,SANTA BARBARA,43,3085.0,125.0,197.0,12538.0,3.0,66994.0,9870.0,25.0,10.0,62116.0,46141.0,11.4,440668.0
50359,2,2,1,2,2,1,1,2,1,1,1,2,TULARE REGIONAL MEDICAL CENTER,869 NORTH CHERRY AVENUE,TULARE,CA,93274,TULARE,5596880821,Acute Care Hospitals,Government - Hospital District or Authority,TULARE,55,4179.0,266.0,300.0,35622.0,8.0,75981.0,11027.0,29.0,7.0,42360.0,60375.0,14.7,458198.0
50360,1,2,3,2,3,2,4,2,3,1,3,2,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,MARIN,4159257900,Acute Care Hospitals,Government - Local,MARIN,22,1863.0,63.0,56.0,4989.0,2.0,21182.0,3258.0,14.0,6.0,94549.0,10439.0,4.3,260750.0
50367,2,4,3,3,4,3,4,4,3,1,3,3,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,7076465000,Acute Care Hospitals,Voluntary non-profit - Other,SOLANO,49,4113.0,177.0,223.0,16816.0,4.0,47226.0,6570.0,18.0,6.0,67106.0,20778.0,5.3,431131.0
50373,2,2,3,2,2,2,2,4,3,2,3,2,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,3232262800,Acute Care Hospitals,Government - Local,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50376,1,2,3,2,3,3,2,3,3,1,3,2,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,LOS ANGELES,3102222101,Acute Care Hospitals,Government - Local,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50378,2,2,2,1,2,2,2,1,2,1,2,2,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,8187673310,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50380,2,2,3,2,3,2,3,2,3,1,3,2,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,4085592011,Acute Care Hospitals,Proprietary,SANTA CLARA,44,10901.0,483.0,620.0,22556.0,1.0,184767.0,23000.0,16.0,5.0,97219.0,175612.0,10.2,1894605.0
50382,3,2,2,3,3,3,3,2,3,2,3,3,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,6268142468,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50390,1,2,1,1,2,1,2,1,1,1,1,1,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,9516522811,Acute Care Hospitals,Government - State,RIVERSIDE,34,19465.0,939.0,1156.0,135290.0,6.0,372852.0,64968.0,27.0,10.0,56877.0,178975.0,8.5,2329271.0
50393,3,2,2,2,2,2,2,2,2,1,2,2,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,5269045000,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50394,2,3,3,2,3,3,3,3,2,1,3,3,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,8056525011,Acute Care Hospitals,Voluntary non-profit - Private,VENTURA,57,6050.0,320.0,415.0,20325.0,2.0,114677.0,17221.0,22.0,8.0,74967.0,78629.0,10.1,846178.0
50396,3,4,4,3,4,3,3,4,4,3,5,4,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111,Acute Care Hospitals,Voluntary non-profit - Private,SANTA BARBARA,43,3085.0,125.0,197.0,12538.0,3.0,66994.0,9870.0,25.0,10.0,62116.0,46141.0,11.4,440668.0
50407,3,3,2,4,2,3,4,3,3,2,2,3,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,Acute Care Hospitals,Voluntary non-profit - Private,SAN FRANCISCO,39,6709.0,180.0,223.0,11090.0,1.0,83244.0,6147.0,14.0,5.0,83788.0,104023.0,13.1,852469.0
50411,3,3,3,3,4,3,3,3,4,3,3,3,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,3105176441,Acute Care Hospitals,Voluntary non-profit - Other,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50414,2,3,3,2,3,3,3,4,3,2,3,3,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,9169837400,Acute Care Hospitals,Voluntary non-profit - Private,SACRAMENTO,35,14304.0,636.0,794.0,51932.0,4.0,192622.0,24509.0,21.0,7.0,55803.0,95883.0,7.1,1482026.0
50417,2,2,1,3,2,2,2,2,1,2,1,2,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,7074648880,Acute Care Hospitals,Government - Hospital District or Authority,DEL NORTE,9,418.0,14.0,,2923.0,10.0,3010.0,473.0,20.0,8.0,41419.0,647.0,2.5,27212.0
50424,3,4,4,3,4,4,4,4,4,3,4,4,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,8584559100,Acute Care Hospitals,Voluntary non-profit - Private,SAN DIEGO,38,23996.0,1184.0,1444.0,84421.0,3.0,434234.0,63062.0,22.0,8.0,66034.0,234203.0,7.9,3263431.0
50425,2,2,3,2,3,2,3,3,3,1,3,3,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,9169735000,Acute Care Hospitals,Voluntary non-profit - Private,SACRAMENTO,35,14304.0,636.0,794.0,51932.0,4.0,192622.0,24509.0,21.0,7.0,55803.0,95883.0,7.1,1482026.0
50426,2,1,1,1,3,1,1,1,2,1,1,1,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,7148273000,Acute Care Hospitals,Proprietary,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50438,3,3,3,3,3,3,3,4,4,3,5,3,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,6263975000,Acute Care Hospitals,Voluntary non-profit - Other,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50441,3,4,3,3,3,3,4,4,4,1,4,3,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,6507235708,Acute Care Hospitals,Voluntary non-profit - Private,SANTA CLARA,44,10901.0,483.0,620.0,22556.0,1.0,184767.0,23000.0,16.0,5.0,97219.0,175612.0,10.2,1894605.0
50444,2,2,1,2,3,3,2,2,2,2,2,2,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,2095645000,Acute Care Hospitals,Voluntary non-profit - Private,MERCED,25,2333.0,138.0,186.0,14080.0,6.0,43374.0,6027.0,28.0,7.0,43818.0,33478.0,14.0,266353.0
50454,4,4,4,4,4,3,4,4,5,3,5,4,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,4153532733,Acute Care Hospitals,Voluntary non-profit - Other,SAN FRANCISCO,39,6709.0,180.0,223.0,11090.0,1.0,83244.0,6147.0,14.0,5.0,83788.0,104023.0,13.1,852469.0
50455,1,2,3,2,3,2,2,3,3,2,3,2,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,6613953000,Acute Care Hospitals,Voluntary non-profit - Private,KERN,16,8813.0,554.0,673.0,45375.0,5.0,135724.0,20109.0,27.0,8.0,47451.0,86631.0,11.0,874589.0
50457,3,2,3,1,3,4,3,2,2,1,3,3,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,Acute Care Hospitals,Voluntary non-profit - Private,SAN FRANCISCO,39,6709.0,180.0,223.0,11090.0,1.0,83244.0,6147.0,14.0,5.0,83788.0,104023.0,13.1,852469.0
50464,2,3,3,2,3,3,3,2,3,1,3,3,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,2095781211,Acute Care Hospitals,Proprietary,STANISLAUS,51,5392.0,321.0,360.0,24816.0,5.0,84340.0,12253.0,27.0,8.0,50917.0,47475.0,9.8,531997.0
50468,1,1,1,1,1,1,1,1,1,1,1,1,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,3105324200,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50471,2,2,3,2,2,2,3,2,3,2,3,2,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,2139772121,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50481,1,2,2,2,3,2,2,2,3,1,3,2,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,8186764100,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50485,3,3,3,2,3,3,2,4,4,1,4,3,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,5629332000,Acute Care Hospitals,Voluntary non-profit - Other,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50488,3,3,3,2,4,3,3,4,4,3,4,3,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,5105371234,Acute Care Hospitals,Voluntary non-profit - Other,ALAMEDA,2,12315.0,521.0,619.0,24227.0,2.0,178422.0,21348.0,17.0,6.0,76996.0,135827.0,9.3,1610921.0
50492,3,3,3,2,4,3,4,3,4,3,4,3,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,5593244000,Acute Care Hospitals,Voluntary non-profit - Private,FRESNO,11,8749.0,655.0,763.0,50729.0,5.0,152523.0,19908.0,27.0,7.0,43338.0,110063.0,12.7,965974.0
50496,3,4,3,3,4,3,4,4,4,2,4,4,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,9256828200,Acute Care Hospitals,Voluntary non-profit - Private,CONTRA COSTA,8,8697.0,368.0,403.0,28361.0,3.0,116525.0,16487.0,17.0,6.0,80338.0,64530.0,6.4,1111339.0
50498,4,4,3,3,4,3,4,4,4,2,4,4,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,5308884500,Acute Care Hospitals,Voluntary non-profit - Other,PLACER,32,3091.0,108.0,120.0,7803.0,2.0,33319.0,5830.0,15.0,7.0,75689.0,7401.0,2.2,371694.0
50502,1,2,2,2,2,2,2,3,2,1,2,2,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,LOS ANGELES,2134847111,Acute Care Hospitals,Voluntary non-profit - Church,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50503,2,3,3,2,3,2,2,3,3,1,3,3,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,7607536501,Acute Care Hospitals,Voluntary non-profit - Private,SAN DIEGO,38,23996.0,1184.0,1444.0,84421.0,3.0,434234.0,63062.0,22.0,8.0,66034.0,234203.0,7.9,3263431.0
50506,2,3,3,2,3,3,4,3,3,1,3,3,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,8505467600,Acute Care Hospitals,Proprietary,SAN LUIS OBISPO,41,2480.0,94.0,85.0,10757.0,4.0,30308.0,4196.0,18.0,8.0,61775.0,10308.0,4.0,279083.0
50510,3,4,4,4,4,3,4,4,3,1,4,4,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,4154442000,Acute Care Hospitals,Voluntary non-profit - Other,MARIN,22,1863.0,63.0,56.0,4989.0,2.0,21182.0,3258.0,14.0,6.0,94549.0,10439.0,4.3,260750.0
50512,3,2,4,2,4,2,3,4,3,1,3,3,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,5107844000,Acute Care Hospitals,Voluntary non-profit - Other,ALAMEDA,2,12315.0,521.0,619.0,24227.0,2.0,178422.0,21348.0,17.0,6.0,76996.0,135827.0,9.3,1610921.0
50515,3,3,3,3,4,3,3,4,3,1,3,3,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,6195285000,Acute Care Hospitals,Voluntary non-profit - Other,SAN DIEGO,38,23996.0,1184.0,1444.0,84421.0,3.0,434234.0,63062.0,22.0,8.0,66034.0,234203.0,7.9,3263431.0
50516,2,3,3,2,3,3,3,3,3,1,2,3,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,9165375000,Acute Care Hospitals,Voluntary non-profit - Other,SACRAMENTO,35,14304.0,636.0,794.0,51932.0,4.0,192622.0,24509.0,21.0,7.0,55803.0,95883.0,7.1,1482026.0
50517,2,1,1,1,1,1,2,1,1,1,1,1,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,7602458691,Acute Care Hospitals,Voluntary non-profit - Private,SAN BERNARDINO,37,19384.0,1149.0,1442.0,151879.0,7.0,331500.0,51928.0,26.0,9.0,51951.0,164389.0,8.6,2112619.0
50523,2,2,2,2,3,2,2,3,2,1,2,2,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,9257797200,Acute Care Hospitals,Voluntary non-profit - Private,CONTRA COSTA,8,8697.0,368.0,403.0,28361.0,3.0,116525.0,16487.0,17.0,6.0,80338.0,64530.0,6.4,1111339.0
50526,1,1,1,1,1,1,1,1,1,1,1,1,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000,Acute Care Hospitals,Proprietary,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50528,4,3,2,4,3,2,3,2,2,1,2,3,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,2098260591,Acute Care Hospitals,Voluntary non-profit - Private,MERCED,25,2333.0,138.0,186.0,14080.0,6.0,43374.0,6027.0,28.0,7.0,43818.0,33478.0,14.0,266353.0
50534,3,3,3,3,3,3,2,2,3,1,2,3,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,7603476191,Acute Care Hospitals,Proprietary,RIVERSIDE,34,19465.0,939.0,1156.0,135290.0,6.0,372852.0,64968.0,27.0,10.0,56877.0,178975.0,8.5,2329271.0
50537,4,4,4,4,4,4,4,4,5,3,5,4,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,5307566440,Acute Care Hospitals,Voluntary non-profit - Private,YOLO,58,1565.0,56.0,67.0,4711.0,2.0,26563.0,3774.0,20.0,8.0,54509.0,14232.0,7.4,207590.0
50541,4,3,4,3,4,3,3,4,4,3,4,4,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,6502992000,Acute Care Hospitals,Voluntary non-profit - Other,SAN MATEO,42,4904.0,173.0,231.0,11019.0,2.0,67700.0,10443.0,14.0,6.0,100806.0,58662.0,8.5,758581.0
50549,2,2,3,2,3,2,3,2,3,3,3,3,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,8054972727,Acute Care Hospitals,Proprietary,VENTURA,57,6050.0,320.0,415.0,20325.0,2.0,114677.0,17221.0,22.0,8.0,74967.0,78629.0,10.1,846178.0
50551,1,3,3,2,3,3,3,2,2,1,2,2,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,5627993220,Acute Care Hospitals,Proprietary,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50557,2,2,2,2,3,2,3,3,3,2,3,2,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,2095264500,Acute Care Hospitals,Voluntary non-profit - Private,STANISLAUS,51,5392.0,321.0,360.0,24816.0,5.0,84340.0,12253.0,27.0,8.0,50917.0,47475.0,9.8,531997.0
50561,2,3,3,3,3,3,2,3,4,3,3,3,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,2138572201,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50567,3,3,3,3,4,3,4,3,4,3,4,3,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,9493641400,Acute Care Hospitals,Voluntary non-profit - Private,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50568,3,2,1,2,2,2,3,2,2,1,2,2,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,5596755555,Acute Care Hospitals,Voluntary non-profit - Other,MADERA,21,1490.0,99.0,94.0,11365.0,8.0,25333.0,4115.0,30.0,9.0,43171.0,20396.0,14.5,154548.0
50570,2,2,1,2,3,3,3,1,2,1,2,2,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,7149667200,Acute Care Hospitals,Proprietary,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50573,3,3,3,3,4,3,3,4,4,2,4,3,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,7603403911,Acute Care Hospitals,Proprietary,RIVERSIDE,34,19465.0,939.0,1156.0,135290.0,6.0,372852.0,64968.0,27.0,10.0,56877.0,178975.0,8.5,2329271.0
50580,2,2,2,3,3,3,2,2,3,2,3,2,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,7146707400,Acute Care Hospitals,Proprietary,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50581,1,2,3,2,3,3,2,2,2,1,2,2,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50586,2,3,3,2,3,3,2,2,3,2,3,3,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,9096276111,Acute Care Hospitals,Proprietary,SAN BERNARDINO,37,19384.0,1149.0,1442.0,151879.0,7.0,331500.0,51928.0,26.0,9.0,51951.0,164389.0,8.6,2112619.0
50588,3,2,2,1,3,2,3,2,2,2,2,2,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50589,3,3,2,2,3,2,3,2,3,1,3,2,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,7149932000,Acute Care Hospitals,Proprietary,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50590,2,2,2,2,3,3,3,2,2,1,2,2,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,9164236010,Acute Care Hospitals,Voluntary non-profit - Other,SACRAMENTO,35,14304.0,636.0,794.0,51932.0,4.0,192622.0,24509.0,21.0,7.0,55803.0,95883.0,7.1,1482026.0
50597,3,4,4,4,4,4,2,3,4,2,4,4,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,6269638411,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50599,2,3,3,2,3,3,3,4,3,1,4,3,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,9167342011,Acute Care Hospitals,Voluntary non-profit - Other,SACRAMENTO,35,14304.0,636.0,794.0,51932.0,4.0,192622.0,24509.0,21.0,7.0,55803.0,95883.0,7.1,1482026.0
50603,3,3,3,2,4,2,3,4,4,1,4,3,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,9498374500,Acute Care Hospitals,Voluntary non-profit - Private,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50604,3,3,3,2,4,3,3,4,3,1,3,3,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,4089727000,Acute Care Hospitals,Voluntary non-profit - Other,SANTA CLARA,44,10901.0,483.0,620.0,22556.0,1.0,184767.0,23000.0,16.0,5.0,97219.0,175612.0,10.2,1894605.0
