Provider ID,Cleanliness,Nurse_com,Doc_com,Staff_responsiveness,Pain_management,Comm_medicine,Discharge_info,Care_transition,Overall_Hos_Rating,Quietness,Recomm_hos,Summary_star,Hospital Name,Address,City,State,County Name,ZIP Code,Phone Number,Hospital Type,Hospital Ownership
50668,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,SAN FRANCISCO,94116,4157592300,Acute Care Hospitals,Government - Local
50674,2,3,3,3,4,3,3,4,4,2,4,3,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,SACRAMENTO,95823,9166882000,Acute Care Hospitals,Voluntary non-profit - Other
50677,4,4,4,4,4,4,3,4,4,2,4,4,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO,WOODLAND HILLS,CA,LOS ANGELES,91367,8187193800,Acute Care Hospitals,Voluntary non-profit - Private
50678,3,3,3,3,3,3,3,4,3,1,3,3,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,ORANGE,92708,7143787406,Acute Care Hospitals,Proprietary
50684,1,1,1,1,2,1,2,1,1,1,1,1,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,RIVERSIDE,92585,9516798888,Acute Care Hospitals,Physician
50686,3,3,3,3,4,3,3,3,4,1,4,3,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,RIVERSIDE,92505,9513532000,Acute Care Hospitals,Voluntary non-profit - Other
50688,4,3,3,2,4,3,2,3,3,1,2,3,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,SANTA CLARA,95020,4088482000,Acute Care Hospitals,Voluntary non-profit - Church
50689,1,2,3,2,3,2,3,2,2,2,3,2,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,CONTRA COSTA,94583,9252759200,Acute Care Hospitals,Proprietary
50690,3,4,3,3,4,3,4,4,4,2,4,4,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,SONOMA,95403,7075714000,Acute Care Hospitals,Voluntary non-profit - Other
50696,3,3,3,2,3,3,3,4,4,3,4,3,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,LOS ANGELES,90033,3234428656,Acute Care Hospitals,Voluntary non-profit - Other
50697,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,SHASTA,96001,5302258700,Acute Care Hospitals,Physician
50701,1,2,2,2,3,2,3,2,3,2,2,2,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,RIVERSIDE,92562,9516966000,Acute Care Hospitals,Proprietary
50704,2,2,2,2,2,2,2,1,2,1,1,2,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,LOS ANGELES,91402,8189043100,Acute Care Hospitals,Voluntary non-profit - Private
50708,5,5,4,5,5,5,5,5,5,5,5,5,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,FRESNO,93710,5594318000,Acute Care Hospitals,Proprietary
50709,2,2,1,2,2,2,2,1,2,2,2,2,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,SAN BERNARDINO,92395,7602418000,Acute Care Hospitals,Proprietary
50710,2,3,3,3,4,3,3,4,4,2,4,3,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,FRESNO,93720,5594484500,Acute Care Hospitals,Voluntary non-profit - Private
50714,3,4,3,4,4,3,4,4,5,4,5,4,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,SANTA CRUZ,95065,8314772200,Acute Care Hospitals,Voluntary non-profit - Private
50717,2,3,3,3,3,2,4,5,3,1,4,3,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,LOS ANGELES,90242,5624017022,Acute Care Hospitals,Government - Local
50723,3,3,4,3,4,4,4,4,4,3,4,4,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,LOS ANGELES,91706,6268511011,Acute Care Hospitals,Voluntary non-profit - Other
50724,3,3,3,3,3,2,3,4,4,2,4,3,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,KERN,93308,6613166000,Acute Care Hospitals,Proprietary
50726,5,5,5,5,5,5,5,5,5,5,5,5,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,STANISLAUS,95355,2095722700,Acute Care Hospitals,Proprietary
50727,1,2,1,2,2,1,1,1,1,1,1,1,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,LOS ANGELES,90804,5624940600,Acute Care Hospitals,Voluntary non-profit - Private
50735,2,2,2,2,3,3,2,1,2,1,2,2,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,LOS ANGELES,90605,5629453561,Acute Care Hospitals,Proprietary
50736,2,2,2,2,3,3,2,1,3,1,3,2,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,LOS ANGELES,91754,6265709000,Acute Care Hospitals,Proprietary
50737,1,2,2,2,3,2,2,1,2,1,2,2,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,LOS ANGELES,91754,6265732222,Acute Care Hospitals,Proprietary
50738,2,2,1,1,3,2,2,1,2,2,2,2,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,LOS ANGELES,91733,6263507975,Acute Care Hospitals,Voluntary non-profit - Private
50739,1,2,1,2,2,2,1,2,2,1,1,2,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,LOS ANGELES,90301,3106734660,Acute Care Hospitals,Proprietary
50740,2,3,3,3,3,3,3,3,3,3,3,3,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,LOS ANGELES,90291,3108238911,Acute Care Hospitals,Proprietary
50742,1,1,1,1,2,1,2,1,1,2,1,1,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,LOS ANGELES,90036,3106575900,Acute Care Hospitals,Proprietary
50744,2,2,2,2,2,3,2,1,2,1,1,2,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,ORANGE,92805,7145336220,Acute Care Hospitals,Proprietary
50745,2,2,2,1,3,1,2,1,2,2,1,2,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,ORANGE,92869,7146330011,Acute Care Hospitals,Proprietary
50746,1,2,1,1,2,2,2,1,2,1,2,2,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,ORANGE,92705,7149533610,Acute Care Hospitals,Proprietary
50747,2,1,1,1,2,2,2,1,2,1,1,1,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,CA,ORANGE,92704,7147545454,Acute Care Hospitals,Proprietary
50748,3,3,3,3,3,2,2,3,4,2,4,3,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,SAN JOAQUIN,95337,2098253700,Acute Care Hospitals,Voluntary non-profit - Private
50751,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MIRACLE MILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES,CA,LOS ANGELES,90036,3239301040,Acute Care Hospitals,Proprietary
50754,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,SAN MATEO,94025,6503248500,Acute Care Hospitals,Voluntary non-profit - Private
50755,2,1,1,1,1,2,1,1,1,1,1,1,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,LOS ANGELES,91403,8189817111,Acute Care Hospitals,Voluntary non-profit - Private
50757,1,2,2,2,3,2,2,2,2,2,2,2,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,SAN DIEGO,92120,6192293172,Acute Care Hospitals,Proprietary
50758,3,2,2,3,2,2,2,1,2,1,2,2,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,SAN BERNARDINO,91763,9096258300,Acute Care Hospitals,Voluntary non-profit - Private
50760,2,3,3,2,4,2,4,4,4,2,4,3,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,CONTRA COSTA,94531,9258136500,Acute Care Hospitals,Proprietary
50761,2,2,3,2,3,2,2,2,3,1,3,2,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,LOS ANGELES,91356,8188810800,Acute Care Hospitals,Voluntary non-profit - Private
50763,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,LOS ANGELES,90026,2139896123,Acute Care Hospitals,Proprietary
50764,1,2,2,2,2,2,2,3,3,1,3,2,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,SHASTA,96001,5302445454,Acute Care Hospitals,Proprietary
50765,2,3,4,2,4,3,2,4,4,1,4,3,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,RIVERSIDE,92555,9512516000,Acute Care Hospitals,Voluntary non-profit - Other
50766,4,5,5,5,5,5,5,5,5,5,5,5,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,SUTTER,95991,5307495700,Acute Care Hospitals,Physician
50767,3,4,3,3,3,3,3,4,4,2,4,3,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,SOLANO,95688,7076244000,Acute Care Hospitals,Proprietary
50769,4,5,4,4,4,5,5,5,5,4,5,5,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,ORANGE,92618,9497275000,Acute Care Hospitals,Proprietary
50770,2,2,3,2,3,2,3,3,4,4,4,3,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,RIVERSIDE,92563,9512904000,Acute Care Hospitals,Voluntary non-profit - Private
50771,1,1,1,1,1,2,1,1,1,1,1,1,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,LOS ANGELES,90650,3103560550,Acute Care Hospitals,Proprietary
50772,3,3,3,3,4,3,3,4,4,1,4,3,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,PLACER,95661,9167844000,Acute Care Hospitals,Voluntary non-profit - Private
50773,2,2,2,2,4,2,2,2,3,3,3,2,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,ALAMEDA,94578,5103576500,Acute Care Hospitals,Government - Hospital District or Authority
50775,3,4,3,3,4,3,3,3,4,3,4,3,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,RIVERSIDE,92592,9513312200,Acute Care Hospitals,Proprietary
50776,3,2,2,1,3,2,1,2,2,1,1,2,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,LOS ANGELES,90806,5625951911,Acute Care Hospitals,Proprietary
50777,3,3,3,3,4,2,3,3,4,3,4,3,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,ALAMEDA,94577,5104541000,Acute Care Hospitals,Voluntary non-profit - Private
50778,1,3,3,2,3,3,4,2,4,2,4,3,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,SAN BERNARDINO,92354,9095588000,Acute Care Hospitals,Voluntary non-profit - Church
50779,3,4,3,2,3,3,4,3,4,4,4,3,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,LOS ANGELES,90059,4248356808,Acute Care Hospitals,Voluntary non-profit - Private
50780,2,1,1,1,1,1,1,1,1,1,1,1,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,ORANGE,92780,7146197700,Acute Care Hospitals,Proprietary
50781,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,SONOMA,95472,7078238511,Acute Care Hospitals,Government - Local
50782,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,LOS ANGELES,91767,9095967733,Acute Care Hospitals,Voluntary non-profit - Private
51300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,PLUMAS,96122,5308324277,Critical Access Hospitals,Government - Hospital District or Authority
51301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,KERN,93561,6618223241,Critical Access Hospitals,Government - Hospital District or Authority
51302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,INYO,93545,7608765501,Critical Access Hospitals,Government - Hospital District or Authority
51303,3,5,5,5,5,5,4,5,5,4,5,5,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,MONO,93546,7609343311,Critical Access Hospitals,Government - Hospital District or Authority
51304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,MARIPOSA,95338,2099663631,Critical Access Hospitals,Government - Hospital District or Authority
51305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,SHASTA,96028,5303365511,Critical Access Hospitals,Government - Hospital District or Authority
51306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,GLENN,95988,5309341818,Critical Access Hospitals,Government - Federal
51307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,LOS ANGELES,90704,3105100700,Critical Access Hospitals,Voluntary non-profit - Church
51308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,CA,MODOC,96104,5302796111,Critical Access Hospitals,Government - Hospital District or Authority
51309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR ST,GARBERVILLE,CA,HUMBOLDT,95542,7079233921,Critical Access Hospitals,Government - Hospital District or Authority
51310,4,4,5,4,5,4,5,4,5,4,5,4,FRANK R HOWARD MEMORIAL HOSPITAL,1 MARCELA DR,WILLITS,CA,MENDOCINO,95490,7074563031,Critical Access Hospitals,Voluntary non-profit - Church
51311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,BUTTE,95948,5308465671,Critical Access Hospitals,Voluntary non-profit - Private
51312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,SAN BERNARDINO,92352,9093363651,Critical Access Hospitals,Government - Hospital District or Authority
51314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,KERN,93240,7603792681,Critical Access Hospitals,Government - Hospital District or Authority
51315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,TRINITY,96093,5306235541,Critical Access Hospitals,Government - Hospital District or Authority
51316,3,4,3,4,4,3,3,3,3,2,3,3,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,SISKIYOU,96097,5308424121,Critical Access Hospitals,Voluntary non-profit - Other
51317,2,3,3,4,3,2,4,3,2,3,3,3,ST HELENA HOSPITAL-CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,LAKE,95422,7079946486,Critical Access Hospitals,Voluntary non-profit - Church
51318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,HUMBOLDT,95540,7074458121,Critical Access Hospitals,Voluntary non-profit - Private
51319,4,4,3,4,4,4,4,4,3,2,4,4,MERCY MEDICAL CENTER MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,SISKIYOU,96067,5309266111,Critical Access Hospitals,Voluntary non-profit - Other
51320,3,4,4,4,4,4,5,4,4,3,3,4,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,LASSEN,96130,5302522000,Critical Access Hospitals,Voluntary non-profit - Private
51321,3,2,1,4,3,2,3,2,2,1,3,2,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,SONOMA,95448,7074316500,Critical Access Hospitals,Government - Hospital District or Authority
51323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,SAN BERNARDINO,92363,7603264531,Critical Access Hospitals,Voluntary non-profit - Private
51324,4,4,4,5,4,4,4,4,4,3,4,4,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,INYO,93514,7608735811,Critical Access Hospitals,Government - Hospital District or Authority
51325,2,3,2,3,4,4,4,3,2,3,2,3,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DR,FORT BRAGG,CA,MENDOCINO,95437,7079611234,Critical Access Hospitals,Government - Hospital District or Authority
51326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,PLUMAS,95971,5302832121,Critical Access Hospitals,Government - Hospital District or Authority
51327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,PLUMAS,96020,5302582121,Critical Access Hospitals,Government - Hospital District or Authority
51328,5,5,4,4,4,4,4,4,5,3,5,4,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,NEVADA,96161,5305876011,Critical Access Hospitals,Government - Hospital District or Authority
51329,3,4,3,4,3,3,5,3,3,3,3,3,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,LAKE,95453,7072625000,Critical Access Hospitals,Voluntary non-profit - Private
51330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MODOC MEDICAL CENTER,228 W MCDOWELL AVE,ALTURAS,CA,MODOC,96101,5302335131,Critical Access Hospitals,Government - Hospital District or Authority
51331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,SANTA BARBARA,93463,8056886431,Critical Access Hospitals,Voluntary non-profit - Private
51332,4,4,3,4,4,3,4,4,3,3,3,4,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,CALAVERAS,95249,2097542515,Critical Access Hospitals,Voluntary non-profit - Other
51333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,KERN,93555,7604463551,Critical Access Hospitals,Voluntary non-profit - Private
51334,4,5,4,4,4,5,4,4,4,3,4,4,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,VENTURA,93023,8056402280,Critical Access Hospitals,Voluntary non-profit - Private
51335,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,SAN BERNARDINO,92315,9098666501,Critical Access Hospitals,Government - Hospital District or Authority
53300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDRENS PLACE,MADERA,CA,FRESNO,93636,5593535116,Childrens,Voluntary non-profit - Private
53301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,747 52ND STREET,OAKLAND,CA,ALAMEDA,94609,5104283000,Childrens,Voluntary non-profit - Private
53302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CHILDREN'S HOSP OF LOS ANGELES,4650 SUNSET BLVD,LOS ANGELES,CA,LOS ANGELES,90027,3236692164,Childrens,Voluntary non-profit - Private
53303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,SAN DIEGO,92123,8585761700,Childrens,Voluntary non-profit - Other
53304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W LA VETA AVE,ORANGE,CA,ORANGE,92868,7149973000,Childrens,Voluntary non-profit - Other
53305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,SANTA CLARA,94304,6504978000,Childrens,Voluntary non-profit - Private
53306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,ORANGE,92691,9493652408,Childrens,Voluntary non-profit - Private
53308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,CA,ORANGE,92866,7142892400,Childrens,Proprietary
53309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MILLER CHILDREN'S HOSPITAL,2801 ATLANTIC AVENUE,LONG BEACH,CA,LOS ANGELES,90806,5629338001,Childrens,Voluntary non-profit - Other
53310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SHRINERS HOSPITALS FOR CHILDREN,3160 GENEVA STREET,LOS ANGELES,CA,LOS ANGELES,90020,2133883151,Childrens,Voluntary non-profit - Private
53311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,SACRAMENTO,95817,9164532000,Childrens,Voluntary non-profit - Private
